Name,Mark,Date,Message
XLPRIORITAS,Spam,10/19/2017 9:42,"LIMITED TIME! Diskon 21% utk PRIORITAS Silver dgn Internet Kuota Besar & Unlimited Chat. Krm Nama, NoHP, FotoKTP ke prioritasvip@xl.co.id s/d 31Okt. HUT32"
XLPRIORITAS,Spam,11/6/2017 12:57,"PROMO NOVEMBER!Dapatkan Diskon 50% slm 3bln + Voucher Indomaret 100rb.Daftar XL Pascabayar PRIORITAS di prioritas.xl.co.id Nikmati Unlimited WA,Line,BBM. MP075"
XLPRIORITAS,Spam,12/6/2017 13:59,Jadikan tahun 2018 lebih baik dgn daftar Pascabayar PRIORITAS. Nikmati diskon 50% sepanjang 2018. Daftar di XL Center atau prioritas.xl.co.id s/d 31Des17.MP079
XLPRIORITAS,Spam,12/29/2017 9:47,Hujan Diskon sepanjang 2018 akan segera berakhir!Kapan lagi dpt diskon 50% slm 12 bln? Daftar PRIORITAS di XL Center atau prioritas.xl.co.id s/d 31Des17. MP109
XLPRIORITAS,Spam,1/7/2018 13:36,Kejutan Awal Tahun! Diskon 50% sepanjang 2018 msh ada s/d 10 Jan 18. Manfaatkan kesempatan ini utk daftar di prioritas.xl.co.id atau XL Center terdekat. MP200
XLPRIORITAS,Spam,1/21/2018 14:16,"BARU, Kuota Data Lbh Besar di 2G/3G/4G & Unlimited Nelp dr PRIORITAS! Daftar di XL Center atau prioritas.xl.co.id & dptkan Voucher Indomaret s/d Rp200rb. MP302"
XLPRIORITAS,Spam,2/8/2018 8:17,Double Happiness! Pilih sendiri Nomor Hoki-mu (TERBATAS) & dptkan Diskon MyPRIO plan s/d 50%. Daftar PRIORITAS di XL Center atau prioritas.xl.co.id. MP304
XLPRIORITAS,Spam,2/24/2018 9:46,Tunggu apa lagi? Daftar PRIORITAS skrg dan dapatkan GRATIS Nomor HOKI + Diskon MyPRIO 50%. Kunjungi XL Center atau Hub 0818818031/32. Promo s/d 28-Feb. MP309
XLPRIORITAS,Spam,3/31/2018 9:58,Nikmati layanan Pascabayar terlengkap dari PRIORITAS. Dptkn Diskon 50% 6bln & hadiah menarik (persediaan terbatas). Ayo ke XL Center atau Hub 0818818031. MP310
XLPRIORITAS,Spam,4/24/2018 10:20,Kejutan APRIL! DISKON 50% 6bln: Nelpon&Chat tanpa Pulsa + Kuota Besar 2G/3G/4G dg PRIORITAS Pascabayar. Promo s/d 24-Apr di XLCenter atau Hub 0818818031. MP311
XLPRIORITAS,Spam,5/9/2018 12:36,Jalin silaturahmi dg Unlimited Nelp&Chat + Kuota Besar 2G/3G/4G dari XL PRIORITAS. Dptkan DISKON 50% selama 6bln. Daftar di XLCenter atau Hub 0818818031. MP312
XLPRIORITAS,Spam,5/25/2018 18:10,Lengkapi momen silaturahmi dg Kuota Internet Besar & Unlimited Nelp +DISKON 50% 6 bulan dari PRIORITAS Pascabayar.Daftar di XLCenter atau Hub 0818818031. MP314
XLPRIORITAS,Spam,6/6/2018 9:13,"Rayakan momen kebersamaan, sambung komunikasi dg Unlimited Nelp +DISKON 50% selama 6bulan dr PRIORITAS Pascabayar.Kunjungi XL Center atau Hub 0818818031. MP316"
XLPRIORITAS,Spam,7/4/2018 17:08,Akses Internet 24jam di Semua Jaringan dg DISKON 50% dr XL PRIORITAS utk nikmati keseruan Piala Dunia 2018. Daftar skrg di XL Center atau Hub 0818818031. MP318
XLPRIORITAS,Spam,8/9/2018 20:49,"73TH INDONESIAKU! Rayakan dengan POTONGAN Rp73.000/BULAN & total CASHBACK hingga 1,6JUTA! Hanya di XL PRIORITAS. Daftar di XL Center atau Hub 0818818031. MP321"
XLPRIORITAS,Spam,8/20/2018 12:04,"MERDEKA! Untung banyak, POTONGAN Rp73.000/bln +DISKON 100%. Tambah lagi Voucher KFC Rp50rb. Hanya di Agustus. Daftar di XL Center atau prioritas.xl.co.id MP322"
XLPRIORITAS,Spam,8/27/2018 8:41,Dptkan Cashback SPEKTA hingga 9 juta utk Samsung Galaxy S9 & device Samsung lainnya! Daftar XL PRIORITAS di JD.ID s/d 31Agust'18. S&K. bit.ly/JDXL0718
XLPRIORITAS,Spam,9/8/2018 12:56,"PROMO DIPERPANJANG! Dapatkan POTONGAN Rp73.000/BULAN & total CASHBACK hingga 1,6JUTA! Hanya di XL PRIORITAS. Daftar di XL Center atau Hub 0818818031. MP323"
XLPRIORITAS,Spam,9/22/2018 10:41,Hanya di September! Dapatkan POTONGAN senilai Rp73rb/bln & Gratis 1 bulan tagihan hanya dgn XL PRIORITAS. Daftar skrg di XL Center atau Hub 0818818031. MP324
XLPRIORITAS,Spam,10/7/2018 15:44,Eksklusif di PRIORITAS! Dapatkan POTONGAN senilai Rp73rb/bln + Gratis tagihan 1 BULAN. Hanya dgn XL PRIORITAS. Daftar di XL Center atau Hub 0818818031. MP325
XLPRIORITAS,Spam,10/16/2018 15:14,"GRATIS tagihan utk 1 bln dan potongan sebesar Rp73rb/bln slm 11 BULAN dgn XL PRIORITAS, hanya di Oktober! Agent kami akan menghubungi anda di 62818. CV103"
XLPRIORITAS,Spam,1/7/2019 16:38,PROMO DIPERPANJANG! Diskon hingga 100% selama 1 thn dg Kuota Besar di 2G/3G/4G + Unlimited Nelp dr PRIORITAS. Daftar di XL Center atau Hub 0818818031. MP336G
XLPRIORITAS,Spam,1/21/2019 16:53,Streaming film favorit dg kuota besar di 2G/3G/4G + Unlimited Chat dg Diskon hingga 100% selama 1 thn. Daftar PRIORITAS di XL Center atau hub 0818818031. MP338G
XL-Axiata,Spam,10/18/2017 7:39,Hari terakhir PROMO! Aktifkan BONUS Internet 400MB utk 7hari CUMA dgn isi ulang min10rb. Jangan ketinggalan! Info817 XNR07A
XL-Axiata,Spam,10/18/2017 21:27,Tinggal 5jam lg! Aktifkan BONUS Internet 400MB CUMA dgn isi ulang min10rb. Jangan ketinggalan! Info817 XNR07A
XL-Axiata,Spam,10/19/2017 8:20,Kartu XL Anda saat ini dlm MASA TENGGANG. Segera ISI ULANG PULSA di outlet/ATM terdekat agar komunikasi tetap lancar. Abaikan jk sdh isi pulsa. Info817 XJ003B
XL-Axiata,Spam,10/20/2017 7:34,Kejutan! Kamu dapat BONUS Internet 400MB utk 7hari! Ayo isi ulang min10rb utk AKTIFkan BONUSnya. Info817 XNR10A
XL-Axiata,Spam,10/21/2017 8:19,Hari terakhir PROMO! Aktifkan BONUS Internet 400MB utk 7hari CUMA dgn isi ulang min10rb. Jangan ketinggalan! Info817 XNR10A
XL-Axiata,Spam,10/21/2017 10:56,"BONUS 2000mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE10F"
XL-Axiata,Spam,10/22/2017 10:37,Kamu dapat BONUS Nelpon 2000mnt ke SEMUA XL utk 7 hari! Ayo isi ulang min 5rb utk AKTIFkan BONUSnya. Info817 XAE10F
XL-Axiata,Spam,10/23/2017 10:25,Ayo isi ulang pulsa skrg min 5rb! Tetap nikmati PUASnya GRATIS nelpon dan SMS ke sesama XL. Info817 XNR23A
XL-Axiata,Spam,10/23/2017 13:07,"BONUS 2000mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE10R"
XL-Axiata,Spam,10/24/2017 10:00,Kamu dapat BONUS Nelpon 2000mnt ke SEMUA XL utk 7 hari! Ayo isi ulang min 5rb utk AKTIFkan BONUSnya. Info817 XAE10R
XL-Axiata,Spam,10/25/2017 10:15,Ayo isi ulang pulsa skrg min 5rb! Tetap nikmati PUASnya GRATIS nelpon dan SMS ke sesama XL. Info817 XNR23A
XL-Axiata,Spam,10/25/2017 11:46,"Ayo hari ini terakhir! BONUS 2000mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE10R"
XL-Axiata,Spam,10/26/2017 10:17,"BONUS 2000mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE10F"
XL-Axiata,Spam,10/27/2017 10:31,Kamu dapat BONUS Nelpon 2000mnt ke SEMUA XL utk 7 hari! Ayo isi ulang min 5rb utk AKTIFkan BONUSnya. Info817 XAE10F
XL-Axiata,Spam,10/27/2017 10:40,Ayo isi ulang pulsa skrg min 5rb! Tetap nikmati PUASnya GRATIS nelpon dan SMS ke sesama XL. Info817 XNR23A
XL-Axiata,Spam,10/28/2017 11:01,"BONUS 5000mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE10G"
XL-Axiata,Spam,10/29/2017 9:39,Kamu dapat BONUS Nelpon 5000mnt ke SEMUA XL utk 7 hari! Ayo isi ulang min 5rb utk AKTIFkan BONUSnya. Info817 XAE10G
XL-Axiata,Spam,10/30/2017 8:28,"*XL Kejutan* Selamat, kamu dpt BONUS 400MB. Cukup isi ulang min10rb utk aktifkan bonusnya! Nikmati BEBASnya Internetan XL utk 7hr. Info817 XNR10A"
XL-Axiata,Spam,10/30/2017 10:54,"BONUS 5000mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE10S"
XL-Axiata,Spam,10/31/2017 8:19,*XL Kejutan* BONUS Internet 400MB akan berakhir! Ayo isi ulang min10rb skrg juga. BONUSnya pasti PUAS utk 7hr Internetan. Info817 XNR10A
XL-Axiata,Spam,10/31/2017 9:39,Kamu dapat BONUS Nelpon 5000mnt ke SEMUA XL utk 7 hari! Ayo isi ulang min 5rb utk AKTIFkan BONUSnya. Info817 XAE10S
XL-Axiata,Spam,10/31/2017 19:19,Tinggal 5jam lg! Aktifkan BONUS Internet 400MB CUMA dgn isi ulang min10rb. Jangan ketinggalan! Info817 XNR10A
XL-Axiata,Spam,11/1/2017 8:15,"*XL Kejutan* Selamat, kamu dpt BONUS 400MB. Cukup isi ulang min10rb utk aktifkan bonusnya! Nikmati BEBASnya Internetan XL utk 7hr. Info817 XNR10A"
XL-Axiata,Spam,11/1/2017 10:15,"Ayo hari ini terakhir! BONUS 5000mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE10S"
XL-Axiata,Spam,11/2/2017 8:38,*XL Kejutan* BONUS Internet 400MB akan berakhir! Ayo isi ulang min10rb skrg juga. BONUSnya pasti PUAS utk 7hr Internetan. Info817 XNR10A
XL-Axiata,Spam,11/2/2017 13:28,"BONUS 5000mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE30G"
XL-Axiata,Spam,11/2/2017 19:30,Tinggal 5jam lg! Aktifkan BONUS Internet 400MB CUMA dgn isi ulang min10rb. Jangan ketinggalan! Info817 XNR10A
XL-Axiata,Spam,11/3/2017 8:18,"*XL Kejutan* Selamat, kamu dpt BONUS 400MB. Cukup isi ulang min10rb utk aktifkan bonusnya! Nikmati BEBASnya Internetan XL utk 7hr. Info817 XNR10A"
XL-Axiata,Spam,11/3/2017 9:49,Kamu dapat BONUS Nelpon 5000mnt ke SEMUA XL utk 7 hari! Ayo isi ulang min 5rb utk AKTIFkan BONUSnya. Info817 XAE30G
XL-Axiata,Spam,11/3/2017 13:14,Kuis XTRAVAGANZA sesi 3 berakhir 2Nov. Kamu berhak ikut sesi 4 mulai 3Nov dgn TOTAL HADIAH 2 MILIAR! Poin direset & dimulai dr 0. Cek: www.xl.co.id/xtravaganza
XL-Axiata,Spam,11/4/2017 9:29,*XL Kejutan* BONUS Internet 400MB akan berakhir! Ayo isi ulang min10rb skrg juga. BONUSnya pasti PUAS utk 7hr Internetan. Info817 XNR10A
XL-Axiata,Spam,11/4/2017 10:59,"BONUS 5000mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE10G"
XL-Axiata,Spam,11/4/2017 18:56,Tinggal 5jam lg! Aktifkan BONUS Internet 400MB CUMA dgn isi ulang min10rb. Jangan ketinggalan! Info817 XNR10A
XL-Axiata,Spam,11/5/2017 8:59,Kamu dapat BONUS Nelpon 5000mnt ke SEMUA XL utk 7 hari! Ayo isi ulang min 5rb utk AKTIFkan BONUSnya. Info817 XAE10G
XL-Axiata,Spam,11/5/2017 10:02,"Isi ulang Rp25000.0 berhasil. Kode transaksi 55311105281705. Youtube tanpa Kuota, Mau! Cek myXL Apps atau *123*2#"
XL-Axiata,Spam,11/5/2017 10:10,"Sedang diproses, tunggu SMS berikutnya. XAE10G"
XL-Axiata,Spam,11/5/2017 10:10,Terima kasih telah melakukan isi ulang Pulsa! Nikmati BONUS 5000mnt Nelpon ke sesama XL untuk 7 hari. Info 817. XAE10G
XL-Axiata,Spam,11/6/2017 9:24,"*XL Kejutan* Selamat, kamu dpt BONUS 400MB. Cukup isi ulang min10rb utk aktifkan bonusnya! Nikmati BEBASnya Internetan XL utk 7hr. Info817 XNR10A"
XL-Axiata,Spam,11/6/2017 10:26,"BONUS 10000mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE10T"
XL-Axiata,Spam,11/7/2017 8:31,*XL Kejutan* BONUS Internet 400MB akan berakhir! Ayo isi ulang min10rb skrg juga. BONUSnya pasti PUAS utk 7hr Internetan. Info817 XNR10A
XL-Axiata,Spam,11/7/2017 14:06,Kamu dapat BONUS Nelpon 10000mnt ke SEMUA XL utk 7 hari! Ayo isi ulang min 5rb utk AKTIFkan BONUSnya. Info817 XAE10T
XL-Axiata,Spam,11/7/2017 19:17,Tinggal 5jam lg! Aktifkan BONUS Internet 400MB CUMA dgn isi ulang min10rb. Jangan ketinggalan! Info817 XNR10A
XL-Axiata,Spam,11/8/2017 9:51,"Ayo hari ini terakhir! BONUS 10000mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE10T"
XL-Axiata,Spam,11/9/2017 8:32,*XL Kejutan* BONUS Internet 400MB akan berakhir! Ayo isi ulang min10rb skrg juga. BONUSnya pasti PUAS utk 7hr Internetan. Info817 XNR10A
XL-Axiata,Spam,11/9/2017 18:59,Tinggal 5jam lg! Aktifkan BONUS Internet 400MB CUMA dgn isi ulang min10rb. Jangan ketinggalan! Info817 XNR10A
XL-Axiata,Spam,11/10/2017 22:37,"*XL Kejutan* Selamat, kamu dpt BONUS 400MB. Cukup isi ulang min10rb utk aktifkan bonusnya! Nikmati BEBASnya Internetan XL utk 7hr. Info817 XNR20A"
XL-Axiata,Spam,11/11/2017 12:24,*XL Kejutan* BONUS Internet 400MB akan berakhir! Ayo isi ulang min10rb skrg juga. BONUSnya pasti PUAS utk 7hr Internetan. Info817 XNR20A
XL-Axiata,Spam,11/11/2017 18:59,Tinggal 5jam lg! Aktifkan BONUS Internet 400MB CUMA dgn isi ulang min10rb. Jangan ketinggalan! Info817 XNR20A
XL-Axiata,Spam,11/14/2017 8:10,"*XL Kejutan* Selamat, kamu dpt BONUS 400MB. Cukup isi ulang min10rb utk aktifkan bonusnya! Nikmati BEBASnya Internetan XL utk 7hr. Info817 XNR07A"
XL-Axiata,Spam,11/15/2017 8:05,*XL Kejutan* BONUS Internet 400MB akan berakhir! Ayo isi ulang min10rb skrg juga. BONUSnya pasti PUAS utk 7hr Internetan. Info817 XNR07A
XL-Axiata,Spam,11/16/2017 13:01,"Tahukah Anda? Pake XL bisa chatting sepuasnya (WA,Line,BBM) hny dgn Rp2500. Cari paketnya di menu Paket Seru dari *123#. Info 817 XAE41D"
XL-Axiata,Spam,11/17/2017 13:03,"Tahukah Anda? Nelp hemat ke operator lain, mulai dari Rp6rb. Cari paketnya di menu Nelp&SMS dari *123#. Info 817 XAE41E"
XL-Axiata,Spam,11/17/2017 18:35,"*XL Kejutan* Selamat, kamu dpt BONUS 400MB. Cukup isi ulang min10rb utk aktifkan bonusnya! Nikmati BEBASnya Internetan XL utk 7hr. Info817 XNR10A"
XL-Axiata,Spam,11/18/2017 10:48,*XL Kejutan* BONUS Internet 400MB akan berakhir! Ayo isi ulang min10rb skrg juga. BONUSnya pasti PUAS utk 7hr Internetan. Info817 XNR10A
XL-Axiata,Spam,11/18/2017 21:42,Tinggal 5jam lg! Aktifkan BONUS Internet 400MB CUMA dgn isi ulang min10rb. Jangan ketinggalan! Info817 XNR10A
XL-Axiata,Spam,11/19/2017 16:56,"Pkt Xtra Combo Lite 25GB,60hr,121.900 diperpanjang ke Pkt 25GB,30hr,102.900 pd 21-Nov-17 jam 23:59. HARGA PROMO berlaku 10x perpanjangan.Pastikan pulsa cukup"
XL-Axiata,Spam,11/20/2017 15:50,"*XL Kejutan* Selamat, kamu dpt BONUS 2GB. Cukup isi ulang min25rb utk aktifkan bonusnya! Nikmati BEBASnya Internetan XL utk 7hr. Info817 XNR45B"
XL-Axiata,Spam,11/21/2017 9:23,*XL Kejutan* BONUS Internet 2GB akan berakhir! Ayo isi ulang min25rb skrg juga. BONUSnya pasti PUAS utk 7hr Internetan. Info817 XNR45B
XL-Axiata,Spam,11/21/2017 16:13,"Pkt Xtra Combo Lite 25GB, 60hr, 121.900 diperpanjang ke Pkt 25GB, 30hr, 102.900 pada jam23:59. HARGA PROMO berlaku utk 10x perpanjangan. Pastikan pulsa cukup"
XL-Axiata,Spam,11/22/2017 2:35,"Pkt Xtra Combo Lite 25GB, 30hr, Rp102.900 Anda terhenti krn pulsa tidak cukup utk perpanjangan. Ayo isi pulsa di XL Center,outlet,ATM,Internet/m-Banking."
XL-Axiata,Spam,11/22/2017 13:02,Terima kasih telah menjadi pelanggan setia XL. Pastikan pulsa Anda selalu cukup untuk kelancaran berkomunikasi. Cek pulsa di *123#. Info 817 XAE41C
XL-Axiata,Spam,11/23/2017 10:56,"Kesempatan terakhir utk Diskon 50% 3bln +Voucher Tokopedia 100rb! Daftar XL PRIORITAS di prioritas.xl.co.id s/d 30Nov17. Nikmati Unlimited WA,Line,BBM. MP076"
XL-Axiata,Spam,11/23/2017 13:07,"Tahukah Anda? Pake XL bisa chatting sepuasnya (WA,Line,BBM) hny dgn Rp2500. Cari paketnya di menu Paket Seru dari *123#. Info 817 XAE41D"
XL-Axiata,Spam,11/24/2017 13:05,"Tahukah Anda? Nelp hemat ke operator lain, mulai dari Rp6rb. Cari paketnya di menu Nelp&SMS dari *123#. Info 817 XAE41E"
XL-Axiata,Spam,11/25/2017 13:03,"Tahukah Anda? Puas nelp sesama XL ga pake mahal, mulai dari Rp2750. Cari paketnya di menu Nelp&SMS dari *123#. Info 817 XAE41F"
XL-Axiata,Spam,11/26/2017 11:46,"Perhatian! Cek *123*444*1# skrg!
  
  Nomor Kamu terpilih utk dpt kesempatan menang uang Rp 75 Juta TANPA BIAYA dr XL! 
  
  Info bit.ly/xtravgnza4"
XL-Axiata,Spam,11/26/2017 13:06,Terima kasih telah menjadi pelanggan setia XL. Pastikan pulsa Anda selalu cukup untuk kelancaran berkomunikasi. Cek pulsa di *123#. Info 817 XAE41G
XL-Axiata,Spam,11/26/2017 13:10,"Perhatian! Cek *123*444*1# skrg!
  
  Nomor Kamu terpilih utk dpt kesempatan menang uang Rp 75 Juta TANPA BIAYA dr XL! 
  
  Info bit.ly/xtravgnza4"
XL-Axiata,Spam,11/27/2017 16:41,"Diskon 50% selama 3 bulan utk kuota hingga tanpa batas dan nelpon+SMS ke semua operator! Daftar PRIORITAS skrg juga di XLC Margonda,1-30 Nov17. Info 817"
XL-Axiata,Spam,11/28/2017 16:29,"BONUS 60mnt Nelpon ke semua XL, berlaku untuk 7 hari! Cukup isi ulang pulsa minimal Rp5rb HARI INI. Info 817 XAE52C"
XL-Axiata,Spam,11/29/2017 9:27,Mau BONUS Nelpon 60mnt utk 7hr? Ayo isi ulang min 5rb utk AKTIFkan BONUSnya. Info817 XAE52C
XL-Axiata,Spam,12/2/2017 13:14,"Perhatian! Cek *123*444*1# skrg!
  
  Nomor Kamu terpilih utk dpt kesempatan menang uang Rp 75 Juta TANPA BIAYA dr XL! 
  
  Info bit.ly/xtravgnza4"
XL-Axiata,Spam,12/5/2017 19:08,Tinggal 5jam lg! Aktifkan BONUS Internet 400MB CUMA dgn isi ulang min10rb. Jangan ketinggalan! Info817 XNR10A
